zone,datetime,value,unit,source,temporalGranularity
DK-DK2,2026-09-06T11:35:00.000Z,8.87,EUR/MWh,Electricity Maps Forecast,
DK-DK2,2026-09-06T11:40:00.000Z,8.87,EUR/MWh,Electricity Maps Forecast,
DK-DK2,2026-09-06T11:45:00.000Z,6.11,EUR/MWh,Electricity Maps Forecast,
DK-DK2,2026-09-06T11:50:00.000Z,6.11,EUR/MWh,Electricity Maps Forecast,
DK-DK2,2026-09-06T11:55:00.000Z,6.11,EUR/MWh,Electricity Maps Forecast,
DK-DK2,2026-09-06T12:00:00.000Z,6.47,EUR/MWh,Electricity Maps Forecast,
DK-DK2,2026-09-06T12:05:00.000Z,6.47,EUR/MWh,Electricity Maps Forecast,
DK-DK2,2026-09-06T12:10:00.000Z,6.47,EUR/MWh,Electricity Maps Forecast,
DK-DK2,2026-09-06T12:15:00.000Z,7.09,EUR/MWh,Electricity Maps Forecast,
DK-DK2,2026-09-06T12:20:00.000Z,7.09,EUR/MWh,Electricity Maps Forecast,
DK-DK2,2026-09-06T12:25:00.000Z,7.09,EUR/MWh,Electricity Maps Forecast,
DK-DK2,2026-09-06T12:30:00.000Z,7.51,EUR/MWh,Electricity Maps Forecast,
DK-DK2,2026-09-06T12:35:00.000Z,7.51,EUR/MWh,Electricity Maps Forecast,
DK-DK2,2026-09-06T12:40:00.000Z,7.51,EUR/MWh,Electricity Maps Forecast,
DK-DK2,2026-09-06T12:45:00.000Z,7.26,EUR/MWh,Electricity Maps Forecast,
DK-DK2,2026-09-06T12:50:00.000Z,7.26,EUR/MWh,Electricity Maps Forecast,
DK-DK2,2026-09-06T12:55:00.000Z,7.26,EUR/MWh,Electricity Maps Forecast,
DK-DK2,2026-09-06T13:00:00.000Z,7.59,EUR/MWh,Electricity Maps Forecast,
DK-DK2,2026-09-06T13:05:00.000Z,7.59,EUR/MWh,Electricity Maps Forecast,
DK-DK2,2026-09-06T13:10:00.000Z,7.59,EUR/MWh,Electricity Maps Forecast,
DK-DK2,2026-09-06T13:15:00.000Z,8.71,EUR/MWh,Electricity Maps Forecast,
DK-DK2,2026-09-06T13:20:00.000Z,8.71,EUR/MWh,Electricity Maps Forecast,
DK-DK2,2026-09-06T13:25:00.000Z,8.71,EUR/MWh,Electricity Maps Forecast,
DK-DK2,2026-09-06T13:30:00.000Z,12.7,EUR/MWh,Electricity Maps Forecast,
DK-DK2,2026-09-06T13:35:00.000Z,12.7,EUR/MWh,Electricity Maps Forecast,
DK-DK2,2026-09-06T13:40:00.000Z,12.7,EUR/MWh,Electricity Maps Forecast,
DK-DK2,2026-09-06T13:45:00.000Z,13.47,EUR/MWh,Electricity Maps Forecast,
DK-DK2,2026-09-06T13:50:00.000Z,13.47,EUR/MWh,Electricity Maps Forecast,
DK-DK2,2026-09-06T13:55:00.000Z,13.47,EUR/MWh,Electricity Maps Forecast,
DK-DK2,2026-09-06T14:00:00.000Z,17.82,EUR/MWh,Electricity Maps Forecast,
DK-DK2,2026-09-06T14:05:00.000Z,17.82,EUR/MWh,Electricity Maps Forecast,
DK-DK2,2026-09-06T14:10:00.000Z,17.82,EUR/MWh,Electricity Maps Forecast,
DK-DK2,2026-09-06T14:15:00.000Z,21.07,EUR/MWh,Electricity Maps Forecast,
DK-DK2,2026-09-06T14:20:00.000Z,21.07,EUR/MWh,Electricity Maps Forecast,
DK-DK2,2026-09-06T14:25:00.000Z,21.07,EUR/MWh,Electricity Maps Forecast,
DK-DK2,2026-09-06T14:30:00.000Z,22.94,EUR/MWh,Electricity Maps Forecast,
DK-DK2,2026-09-06T14:35:00.000Z,22.94,EUR/MWh,Electricity Maps Forecast,
DK-DK2,2026-09-06T14:40:00.000Z,22.94,EUR/MWh,Electricity Maps Forecast,
DK-DK2,2026-09-06T14:45:00.000Z,31.62,EUR/MWh,Electricity Maps Forecast,
DK-DK2,2026-09-06T14:50:00.000Z,31.62,EUR/MWh,Electricity Maps Forecast,
DK-DK2,2026-09-06T14:55:00.000Z,31.62,EUR/MWh,Electricity Maps Forecast,
DK-DK2,2026-09-06T15:00:00.000Z,31.59,EUR/MWh,Electricity Maps Forecast,
DK-DK2,2026-09-06T15:05:00.000Z,31.59,EUR/MWh,Electricity Maps Forecast,
