zone,datetime,value,unit,source,temporalGranularity
DK-DK1,2026-09-05T15:05:00.000Z,-0.03,EUR/MWh,nordpool.com,5_minutes
DK-DK2,2026-09-05T15:05:00.000Z,2.16,EUR/MWh,nordpool.com,5_minutes
